Dấu thời gian,Bạn thuộc nhóm độ tuổi nào sau đây?,Giới tính của bạn là gì?,Hiện bạn đang sinh sống làm việc/học tập tại khu vực nào?,Bạn thường nghe dòng nhạc gì?,Bạn đã biết gì về công ty SpaceSpeakers?,Bạn từng xem/nghe và cảm thấy ấn tượng nhất với sản phẩm nào do công ty SpaceSpeakers phát hành? Vì sao?,Bạn biết đến SSLabel qua phương tiện nào?,"Ngoài những sản phẩm âm nhạc, bạn còn biết đến những sản phẩm nào khác của SpaceSpeakers?",Bạn đã từng biết đến hoặc tham gia sự kiện/chương trình nào có sự góp mặt của SpaceSpeaker?,Bạn quan tâm đến nghệ sĩ nào đang trực thuộc SSLabel?,"Là một người hâm mộ, bạn có theo dõi và mong chờ những sản phẩm tiếp theo của nghệ sĩ đó không?","Nếu có, bạn mong chờ sản phẩm đó như thế nào? (Ví dụ: thể loại nhạc, nội dung MV, phong cách mới, v.v... )",Bạn đã từng trải nghiệm các loại hình xuất bản âm nhạc dưới dạng vật lý nào?,"Theo sở thích cá nhân, bạn sẽ lựa chọn định dạng xuất bản nào?",Vì sao bạn lựa chọn định dạng đó?,"Nếu nghệ sĩ mà bạn thần tượng xuất bản album mới theo các định dạng vật lý, bạn có sẵn sàng mua không?",Yếu tố ảnh hưởng: [chất lượng âm thanh] ,Yếu tố ảnh hưởng: [Giá trị sưu tầm],yếu tố ảnh hưởng: [Ủng hộ nghệ sĩ yêu thích],"Yếu tố ảnh hưởng: [Thiết kế, hình thức sản phẩm]","Bạn cảm thấy thế nào nếu SpaceSpeakers phát hành thêm album dưới dạng đĩa than, đĩa CD hoặc băng cassette?","Bạn sẽ cân nhắc mua album vật lý của SpaceSpeakers với điều kiện nào?
Hãy xếp hạng theo thang từ 1 đến 5. 
1- thực sự không quan trọng
2- không quan trọng
3- bình thường
4- quan trọng
5- rất quan trọng [Có chữ ký của nghệ sĩ]","Bạn sẽ cân nhắc mua album vật lý của SpaceSpeakers với điều kiện nào?
Hãy xếp hạng theo thang từ 1 đến 5. 
1- thực sự không quan trọng
2- không quan trọng
3- bình thường
4- quan trọng
5- rất quan trọng [Có quà tặng kèm( poster, stickers, photobook,etc.)]","Bạn sẽ cân nhắc mua album vật lý của SpaceSpeakers với điều kiện nào?
Hãy xếp hạng theo thang từ 1 đến 5. 
1- thực sự không quan trọng
2- không quan trọng
3- bình thường
4- quan trọng
5- rất quan trọng [Thiết kế bìa đẹp, độc đáo, bắt mắt]","Bạn sẽ cân nhắc mua album vật lý của SpaceSpeakers với điều kiện nào?
Hãy xếp hạng theo thang từ 1 đến 5. 
1- thực sự không quan trọng
2- không quan trọng
3- bình thường
4- quan trọng
5- rất quan trọng [Giá thành rẻ, dễ tiếp cận]","Bạn sẽ cân nhắc mua album vật lý của SpaceSpeakers với điều kiện nào?
Hãy xếp hạng theo thang từ 1 đến 5. 
1- thực sự không quan trọng
2- không quan trọng
3- bình thường
4- quan trọng
5- rất quan trọng [Mã QR đi kèm video hậu trường/ behind the scenes]","Nếu SpaceSpeakers xuất bản album vật lý bản giới hạn, bạn nghĩ số lượng bao nhiêu sẽ tạo cảm giác ""đáng sưu tầm""?",Bạn sẵn lòng bỏ ra bao nhiêu tiền cho một sản phẩm?
29/05/2025 10:31:49,Từ 18 đến 30 tuổi,Nam,Miền Bắc,"Hip- hop, R&B",Sslabel là một công ty chuyên sản xuất âm nhạc và điều hành âm nhạc cho những concert.,Vài lần đón đưa,"Mạng xã hội( facebook, instagram, twitter,... ), Qua các sản phẩm trên các nền tảng giải trí số","Merchandise( quần áo, phụ kiện, etc.), Các concert và event","Anh trai vượt ngàn chông gai, ALL-ROUNDER, Rap Việt","Soobin Hoàng Sơn, Touliver, Rhymastic, Binz, SlimV, JustaTee",Có,Tổ chức thêm nhiều concert ,"Đĩa CD, Băng cassette",Băng cassette,Chất lượng âm thanh tốt,Rất sẵn lòng,1,1,2,2,Rất thú vị - sẽ mua ngay,1,1,2,1,3,100 đến 500 bản,1 triệu đến 2 triệu
29/05/2025 10:35:21,Từ 18 đến 30 tuổi,Nam,Miền Bắc,"Hip- hop, Pop, Ballad, R&B",Binz subin,Hit me up,"Mạng xã hội( facebook, instagram, twitter,... ), Quảng cáo, Qua các sản phẩm trên các nền tảng giải trí số","Merchandise( quần áo, phụ kiện, etc.), Các concert và event, Các sản phẩm hợp tác với các brand khác, Content trên các nền tảng số","Anh trai vượt ngàn chông gai, School Fest 2023, KOSMIK, 5AM Music Event, ALL-ROUNDER, SOHO FEST, Rap Việt, Beck' Stage","Soobin Hoàng Sơn, Touliver, Rhymastic, Binz, SlimV, TINLE, JustaTee",Không,Em thích binz cưới vợ,Đĩa than( vinyl),Đĩa than,Đỉnh cao sự nghiệp là xuất bản đĩa than,Rất sẵn lòng,1,1,1,1,Rất thú vị - sẽ mua ngay,4,4,4,4,4,Dưới 100 bản,Trên 2 triệu
29/05/2025 10:42:17,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,"Pop, Ballad",Công ty bán đĩa nhạc,,"Mạng xã hội( facebook, instagram, twitter,... ), Qua các sản phẩm trên các nền tảng giải trí số","Merchandise( quần áo, phụ kiện, etc.), Các concert và event","Anh trai vượt ngàn chông gai, Rap Việt","Soobin Hoàng Sơn, Rhymastic, SlimV, JustaTee",Có,Nhạc ballad,"Đĩa CD, Băng cassette",Đĩa CD,Tiện dụng,Rất sẵn lòng,2,3,1,2,Khá tò mò - sẽ cân nhắc,4,4,3,3,3,Dưới 100 bản,500k đến 1 triệu
29/05/2025 11:31:48,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,"Hip- hop, Pop",Đây là một công ty khá nổi tiếng ở Việt Nam ,"Tôi ấn tượng với bài "" Bigcityboi"" của Binz vì nghe khá bắt tau , rap hay và phong cách rất riêng","Mạng xã hội( facebook, instagram, twitter,... )","Các concert và event, Các sản phẩm hợp tác với các brand khác","5AM Music Event, Rap Việt, Beck' Stage","Soobin Hoàng Sơn, Binz, JustaTee",Có,Không,"Đĩa CD, Băng cassette",Đĩa CD,Thuận tiện ,Rất sẵn lòng,3,3,3,3,Rất thú vị - sẽ mua ngay,5,5,5,5,5,Dưới 100 bản,Trên 2 triệu
29/05/2025 12:26:11,Từ 18 đến 30 tuổi,Nam,Miền Bắc,Hip- hop,Vip,,"Mạng xã hội( facebook, instagram, twitter,... )","Merchandise( quần áo, phụ kiện, etc.)",Rap Việt,Touliver,Có,Hay,Đĩa than( vinyl),Đĩa than,Hay,Rất sẵn lòng,3,2,2,2,Rất thú vị - sẽ mua ngay,1,1,2,2,1,Dưới 100 bản,500k đến 1 triệu
29/05/2025 15:19:12,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,"Pop, Ballad",ch,c,"Mạng xã hội( facebook, instagram, twitter,... ), Quảng cáo",Các concert và event,"ALL-ROUNDER, Rap Việt",Soobin Hoàng Sơn,Có,ko,Đĩa CD,Đĩa CD,dễ sd và lưu giữ đc,Có thể mua thử,1,1,1,1,Khá tò mò - sẽ cân nhắc,5,4,4,4,4,100 đến 500 bản,500k đến 1 triệu
30/05/2025 20:51:04,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,"Pop, Ballad, R&B",Công ty chuyên sản xuất âm nhạc ,,"Mạng xã hội( facebook, instagram, twitter,... ), Quảng cáo, Qua các sản phẩm trên các nền tảng giải trí số","Các concert và event, Content trên các nền tảng số","Anh trai vượt ngàn chông gai, Rap Việt","Soobin Hoàng Sơn, Binz, JustaTee",Có,thể loại nhạc,Đĩa CD,Đĩa CD,quen thuộc,Có thể mua thử,3,1,2,2,Khá tò mò - sẽ cân nhắc,2,4,4,5,3,100 đến 500 bản,500k đến 1 triệu
30/05/2025 20:51:39,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,"Hip- hop, Pop, Ballad, R&B","là công ty giải trí được thành lập vào tháng 5 năm 2020 gồm các thành viên Touliver, SOOBIN, Rhymastic, Binz, SlimV, TINLE",,"Mạng xã hội( facebook, instagram, twitter,... ), Qua các sản phẩm trên các nền tảng giải trí số",Các concert và event,Anh trai vượt ngàn chông gai,"Soobin Hoàng Sơn, Rhymastic, JustaTee",Có,nhạc tình cảm,Đĩa CD,Đĩa CD,tiếp cận mọi người hơn cũng như để trang trí sưu tầm được,Có thể mua thử,3,3,3,3,Khá tò mò - sẽ cân nhắc,5,4,5,4,5,100 đến 500 bản,500k đến 1 triệu
30/05/2025 20:51:51,Từ 18 đến 30 tuổi,Nam,Miền Bắc,Hip- hop,toi chua biet gi nhung toi se tim hieu,rap viet,"Mạng xã hội( facebook, instagram, twitter,... )",Các sản phẩm hợp tác với các brand khác,"Anh trai vượt ngàn chông gai, Rap Việt",Binz,Có,MV,"Đĩa than( vinyl), Đĩa CD",Đĩa CD,tại tôi thấy nó cổ,Rất sẵn lòng,2,2,2,2,Rất thú vị - sẽ mua ngay,5,5,5,5,5,100 đến 500 bản,1 triệu đến 2 triệu
30/05/2025 20:53:03,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,"Hip- hop, Pop, R&B","SpaceSpeakers Group bao gồm sản xuất, phát hành các sản phẩm âm nhạc mang dấu ấn riêng của SpaceSpeakers. Bên cạnh đó, SpaceSpeakers Group còn đào tạo, dẫn dắt các tài năng âm nhạc trẻ đi theo con đường chuyên nghiệp, trở thành thế hệ kế cận cho nền âm nhạc Việt Nam.
",,"Mạng xã hội( facebook, instagram, twitter,... )","Các concert và event, Các sản phẩm hợp tác với các brand khác",Anh trai vượt ngàn chông gai,"Soobin Hoàng Sơn, Touliver, Rhymastic, JustaTee",Có,Mv,"Đĩa than( vinyl), Đĩa CD, Băng cassette",Đĩa CD,tiện ích,Rất sẵn lòng,1,1,1,1,Rất thú vị - sẽ mua ngay,5,5,5,5,5,500 đến 1000 bản,500k đến 1 triệu
30/05/2025 20:55:39,Dưới 18 tuổi,Nam,Miền Bắc,"Hip- hop, Ballad","Công ty về âm nhạc, có nhiều dự án nổi tiếng","Luật rừng, vì âm nhạc hay và bắt tay","Mạng xã hội( facebook, instagram, twitter,... ), Quảng cáo, Qua các sản phẩm trên các nền tảng giải trí số","Merchandise( quần áo, phụ kiện, etc.), Các concert và event, Content trên các nền tảng số","Anh trai vượt ngàn chông gai, ALL-ROUNDER, Rap Việt","Soobin Hoàng Sơn, Rhymastic, Binz",Có,ballad,Đĩa CD,Đĩa than,Trông hoài cổ và hay,Rất sẵn lòng,3,3,3,3,Rất thú vị - sẽ mua ngay,4,4,4,4,1,Dưới 100 bản,500k đến 1 triệu
30/05/2025 21:05:53,Dưới 18 tuổi,Nam,Miền Bắc,Pop,là một công ty về âm thanh,mic vì mic đẹp,"Mạng xã hội( facebook, instagram, twitter,... )",Các concert và event,Anh trai vượt ngàn chông gai,Soobin Hoàng Sơn,Có,mv ca nhạc,Băng cassette,Đĩa CD,dễ dùng,Có thể mua thử,3,3,3,3,Khá tò mò - sẽ cân nhắc,5,4,3,5,3,Dưới 100 bản,500k đến 1 triệu
30/05/2025 21:07:46,Từ 18 đến 30 tuổi,Nam,Miền Bắc,"Ballad, R&B",nhạc,khá hay,"Mạng xã hội( facebook, instagram, twitter,... ), Qua các sản phẩm trên các nền tảng giải trí số","Các concert và event, Các sản phẩm hợp tác với các brand khác","Rap Việt, Beck' Stage","Soobin Hoàng Sơn, Rhymastic, Binz, JustaTee",Có,nhạc catchy,chưa trải nghiệm,Đĩa CD,tiện lợi,Có thể mua thử,2,2,3,1,Khá tò mò - sẽ cân nhắc,3,3,3,3,3,100 đến 500 bản,1 triệu đến 2 triệu
30/05/2025 21:11:12,Từ 18 đến 30 tuổi,Nam,Miền Bắc,"Hip- hop, Ballad, R&B",Tôi biết về công ty này qua anh touliver,Vài lần đón đưa. Tôi thấy bài hát này quá tuyệt vời 20/10 điểm.,"Mạng xã hội( facebook, instagram, twitter,... ), Qua các sản phẩm trên các nền tảng giải trí số","Merchandise( quần áo, phụ kiện, etc.), Các sản phẩm hợp tác với các brand khác, Content trên các nền tảng số","Anh trai vượt ngàn chông gai, ALL-ROUNDER, Rap Việt, Beck' Stage","Soobin Hoàng Sơn, Touliver, Rhymastic, Binz, SlimV, JustaTee",Có,Tôi mong chờ từng hit của anh soobin,"Đĩa CD, Băng cassette",Đĩa than,Vì nó phù hợp với thiết bị trong nhà của tôi,Rất sẵn lòng,3,3,3,2,Rất thú vị - sẽ mua ngay,5,4,4,5,4,100 đến 500 bản,Trên 2 triệu
30/05/2025 21:23:15,Từ 18 đến 30 tuổi,Nam,Miền Bắc,R&B,Có,They said vì nhìn mấy chị đẹp ở đó rất cuốn,"Mạng xã hội( facebook, instagram, twitter,... )",Các concert và event,Anh trai vượt ngàn chông gai,Soobin Hoàng Sơn,Có,Phong cách văn hoá Việt,Đĩa CD,Đĩa CD,Vì nhà có đầu đọc đĩa CD,Rất sẵn lòng,1,1,1,2,Khá tò mò - sẽ cân nhắc,1,1,1,1,2,500 đến 1000 bản,500k đến 1 triệu
30/05/2025 22:20:31,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,"Hip- hop, Pop, R&B",qua các ca sĩ ,"sự kết hợp giữa binz và soobin hoàng sơn, vì âm nhạc bắt tai","Mạng xã hội( facebook, instagram, twitter,... )",Các concert và event,"Anh trai vượt ngàn chông gai, Rap Việt","Soobin Hoàng Sơn, Binz, JustaTee",Có,mong chờ được thấy bài nhạc được các nghệ sĩ kết hợp với nhau,Đĩa CD,Đĩa CD,tiện lợi,Có thể mua thử,1,2,1,1,Khá tò mò - sẽ cân nhắc,1,1,1,2,1,Dưới 100 bản,1 triệu đến 2 triệu
30/05/2025 22:28:54,Từ 18 đến 30 tuổi,Nam,Miền Bắc,"Hip- hop, R&B",một trong những tổ đội hip-hop và âm nhạc thuộc top việt nam,playah-soobin hoàng sơm,"Mạng xã hội( facebook, instagram, twitter,... )","Merchandise( quần áo, phụ kiện, etc.), Các concert và event, Content trên các nền tảng số","5AM Music Event, ALL-ROUNDER, Beck' Stage","Soobin Hoàng Sơn, Rhymastic, Binz",Có,thứ âm nhạc thuần tuý của ss đã từng mang đến cho khán giả,"Đĩa than( vinyl), Băng cassette",Đĩa than,cảm giác cảm nhận âm nhạc khác biệt,Có thể mua thử,2,2,1,1,Khá tò mò - sẽ cân nhắc,3,2,3,3,1,500 đến 1000 bản,500k đến 1 triệu
30/05/2025 23:24:45,Dưới 18 tuổi,Nữ,Miền Bắc,Pop,kh bt,hỏng bíc,"Mạng xã hội( facebook, instagram, twitter,... ), Quảng cáo, Qua các sản phẩm trên các nền tảng giải trí số","Merchandise( quần áo, phụ kiện, etc.), Các concert và event, Các sản phẩm hợp tác với các brand khác, Content trên các nền tảng số","Anh trai vượt ngàn chông gai, School Fest 2023, KOSMIK, 5AM Music Event, ALL-ROUNDER, SOHO FEST, Rap Việt, Beck' Stage","Soobin Hoàng Sơn, Touliver, Rhymastic, Binz, SlimV, TINLE, JustaTee",Có,gay,"Đĩa than( vinyl), Đĩa CD, Băng cassette",Đĩa CD,dễ dùng,Có thể mua thử,1,3,2,2,Khá tò mò - sẽ cân nhắc,3,5,4,5,5,Dưới 100 bản,1 triệu đến 2 triệu
31/05/2025 14:33:21,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,"Hip- hop, Pop, Ballad, R&B",Công ty âm nhạc,,"Mạng xã hội( facebook, instagram, twitter,... )",Các concert và event,chưa từng,"Rhymastic, SlimV, JustaTee",Không,ý nghĩa của sản phẩm,chưa từng,Đĩa than,mang tính hoài cổ,Chưa chắc chắn,1,3,3,3,Khá tò mò - sẽ cân nhắc,3,3,4,4,3,100 đến 500 bản,Chưa nghĩ đến
31/05/2025 14:35:54,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,"Hip- hop, Pop, Ballad",cty của sobin,,"Mạng xã hội( facebook, instagram, twitter,... ), Qua các sản phẩm trên các nền tảng giải trí số","Các concert và event, Content trên các nền tảng số",Anh trai vượt ngàn chông gai,Soobin Hoàng Sơn,Có,lyric,Đĩa than( vinyl),Đĩa CD,dễ sử dụng,Chưa chắc chắn,3,3,3,3,Khá tò mò - sẽ cân nhắc,3,4,4,4,2,100 đến 500 bản,500k đến 1 triệu
31/05/2025 14:35:59,Trên 30 tuổi,Nam,Miền Trung,"Hip- hop, Pop, Ballad",Công ty âm nhạc,,Qua các sản phẩm trên các nền tảng giải trí số,Các concert và event,"Anh trai vượt ngàn chông gai, Rap Việt","Rhymastic, Binz, JustaTee",Có,Thể loại âm nhạc,Đĩa CD,Băng cassette,thích hình thức đó,Rất sẵn lòng,3,3,3,3,Rất thú vị - sẽ mua ngay,3,3,3,3,2,100 đến 500 bản,1 triệu đến 2 triệu
31/05/2025 14:43:12,Từ 18 đến 30 tuổi,Nam,Miền Bắc,"Hip- hop, Pop",công ty có rất nhiều thành viên là ca sĩ mà tôi yêu thích,bài hát OK và Hit me up của Binz tôi rất thích,"Mạng xã hội( facebook, instagram, twitter,... ), Quảng cáo","Các concert và event, Content trên các nền tảng số","Anh trai vượt ngàn chông gai, Rap Việt","Soobin Hoàng Sơn, Binz, JustaTee",Có,tôi mong chờ sản phẩm đó mang một màu sắc tình yêu lứa đôi,Đĩa CD,Đĩa CD,vì nó rẻ và dễ dùng,Rất sẵn lòng,1,2,1,1,Rất thú vị - sẽ mua ngay,4,5,5,4,5,100 đến 500 bản,500k đến 1 triệu
31/05/2025 14:54:14,Từ 18 đến 30 tuổi,Nam,Miền Bắc,Ballad,binz sobin,nhieu lam,Quảng cáo,Content trên các nền tảng số,"Anh trai vượt ngàn chông gai, Rap Việt","Soobin Hoàng Sơn, JustaTee",Có,nhac hay,Đĩa than( vinyl),Đĩa CD,de phat hanh,Có thể mua thử,2,2,2,2,Không cần thiết - nghe online là đủ,3,3,3,3,3,100 đến 500 bản,500k đến 1 triệu
31/05/2025 15:12:35,Từ 18 đến 30 tuổi,Nam,Miền Bắc,Pop,"công ty của một nhóm người nam nghệ sĩ có rhymastic, soobin thui à",các sản phẩm của rhymastic,"Mạng xã hội( facebook, instagram, twitter,... ), Quảng cáo, Qua các sản phẩm trên các nền tảng giải trí số",Các concert và event,chưa,"Soobin Hoàng Sơn, Rhymastic",Có,"những loại nhạc như bài yêu 5, mang vibe 2016 siêu hay",Đĩa CD,Đĩa CD,vì tui đu kpop,Có thể mua thử,2,2,1,2,Khá tò mò - sẽ cân nhắc,2,5,4,5,3,500 đến 1000 bản,500k đến 1 triệu
31/05/2025 15:20:45,Từ 18 đến 30 tuổi,Nữ,Miền Bắc,"Hip- hop, Pop",biết,everyday,Qua các sản phẩm trên các nền tảng giải trí số,Content trên các nền tảng số,"Anh trai vượt ngàn chông gai, Rap Việt, Beck' Stage","Soobin Hoàng Sơn, Touliver, Rhymastic, Binz, JustaTee",Không,ko,Băng cassette,Băng cassette,Tiện,Không mua,1,3,1,2,Không cần thiết - nghe online là đủ,3,3,2,3,3,Dưới 100 bản,500k đến 1 triệu
31/05/2025 16:31:49,Từ 18 đến 30 tuổi,Nam,Miền Bắc,"Hip- hop, Pop",Công ty âm nhạc,,"Mạng xã hội( facebook, instagram, twitter,... ), Qua các sản phẩm trên các nền tảng giải trí số","Các sản phẩm hợp tác với các brand khác, Content trên các nền tảng số","School Fest 2023, 5AM Music Event, SOHO FEST, Rap Việt, Beck' Stage","Soobin Hoàng Sơn, Touliver, Binz, JustaTee",Có,Phá cách hơn nữa,Đĩa than( vinyl),Đĩa than,Chất lượng âm nhạc ,Có thể mua thử,1,2,2,2,Khá tò mò - sẽ cân nhắc,4,4,3,3,4,100 đến 500 bản,1 triệu đến 2 triệu
01/06/2025 8:02:17,Dưới 18 tuổi,Nữ,Miền Bắc,"R&B, Soul","cty âm nhạc quản lý các nghệ sĩ như Touliver, Soobin Hoàng Sơn",Bigcitiboy,"Mạng xã hội( facebook, instagram, twitter,... )","Các concert và event, Các sản phẩm hợp tác với các brand khác, Content trên các nền tảng số","Anh trai vượt ngàn chông gai, Rap Việt, Beck' Stage","Rhymastic, JustaTee",Có,các bài hát thuộc thể loại nhạc R&B được ra nhiều hơn,"Đĩa CD, Băng cassette",Băng cassette,"portable, tiện cầm đi lại",Có thể mua thử,2,3,3,3,Rất thú vị - sẽ mua ngay,5,5,5,5,5,500 đến 1000 bản,500k đến 1 triệu
02/06/2025 11:45:13,Trên 30 tuổi,Nữ,Miền Bắc,Ballad,Là cty về nghệ thuật ,Sản phẩm âm nhạc ,"Mạng xã hội( facebook, instagram, twitter,... ), Qua các sản phẩm trên các nền tảng giải trí số",Content trên các nền tảng số,"Anh trai vượt ngàn chông gai, Rap Việt","Soobin Hoàng Sơn, Binz, JustaTee",Có,Nội dung mv gần gũi với cuộc sống ,Đĩa CD,Đĩa CD,Tiện lợi và dễ sử dụng ,Có thể mua thử,3,2,2,3,Khá tò mò - sẽ cân nhắc,3,2,3,3,2,100 đến 500 bản,1 triệu đến 2 triệu
02/06/2025 18:32:42,Từ 18 đến 30 tuổi,Nam,Miền Bắc,"Hip- hop, R&B",Lớn,Everyday,"Qua các sản phẩm trên các nền tảng giải trí số, ","Các concert và event, Các sản phẩm hợp tác với các brand khác, Content trên các nền tảng số","Anh trai vượt ngàn chông gai, KOSMIK, ALL-ROUNDER, Rap Việt, Beck' Stage","Soobin Hoàng Sơn, Touliver, Rhymastic, Binz, SlimV, TINLE, JustaTee",Có,Mv,"Đĩa than( vinyl), Đĩa CD",Đĩa than,Sang,Rất sẵn lòng,3,3,1,3,Rất thú vị - sẽ mua ngay,2,1,3,3,2,100 đến 500 bản,1 triệu đến 2 triệu
